,Cena,Liczba_pokoi,Powierzchnia,Piętro,Lokalizacja,Opis,liczba, opis,_merge
368,158.0,2.0,35.0,1.0,Poznań Nowe Miasto Zawady Główna Śródka ul. Chlebowa,Atrakcyjne dwupokojowe mieszkanie na Zawadach po remoncie !!! Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • cicha i spokojna okolica Nieruchomość złożona z: • salon 17 m.kw • sypialnia 8 m.kw...,,,left_only
369,320.0,2.0,44.6,1.0,Poznań Winogrady ul. Piątkowska,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na wschód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe ...,,,left_only
370,328.0,5.0,72.26,1.0,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,Powierzchnia użytkowa: 72 26m² Powierzchnia działki: 108 82m² Dostępność: Wolne Zestawienie powierzchni: 0/1 Wiatrołap 2 39m² 0/2 Gabinet 5 70m² 0/3 Korytarz 3 52m² 0/4 WC 3 05m² 0/5 Aneks kuchenny 6 06m² 0/6 Pokój dzienny 14 54m² 1/1 Korytarz...,,,left_only
371,319.0,2.0,53.0,1.0,Poznań Naramowice Winogrady Piątkowo ul. Nowy Blok Z 2010r. Z Garażem Ul. Rubież,Drodzy Państwo mam przyjemność zaproponować mieszkanie położone na Naramowicach w Poznaniu w zamkniętym chronionym kompleksie niskich budynków wybudowanych w 2010r. W pobliżu liczne punkty handlowe usługowe banki poczta apteki żłobki ...,,,left_only
372,235.0,2.0,46.0,1.0,Poznań Dębiec ul. Azaliowa,Sprzedam bezpośrednio 2 pokojowe mieszkanie w bardzo atrakcyjnej lokalizacji na Dębcu w Poznaniu. Wszystkie pomieszczenia są niezależne świetny rozkład dobre metraże - odpowiednio duży pokój 17 5metra drugi pokój 12 metrów kuchnia 8 5 metra ...,,,left_only
373,344.0,3.0,62.0,1.0,Poznań Wilda ul. Powstańcza,Polecam na sprzedaż funkcjonalne i odświeżone mieszkanie w pobliżu parku Jana Pawła i Rynku Wildeckiego Mieszkanie składa się z: - dużego pokoju (ok 20 m2) z przylegającą do niego garderobą małą łazienką oraz wyjściem na balon - pokoju...,,,left_only
374,209.0,1.0,32.0,1.0,Poznań Grunwald Junikowo Łazarz ul. Żmigrodzka,POLECAMY NA SPRZEDAŻ ładną nową kawalerkę z 2008r z ogródkiem tarasem miejscem postojowym na Grunwaldzie przy ulicy Żmigrodzkiej w zabudowie szeregowej. Lokal usytuowany na parterze. Mieszkanie odświeżone z umeblowaną kuchnią osobną...,,,left_only
375,374.0,3.0,67.0,1.0,Poznań Górczyn Dębiec Świerczewo ul. Rejon Nizinnej,ZAPRASZAMY !!! POLECAMY !! Do oglądania i sprzedaży atrakcyjnego mieszkania/apartamentu usytuowanego przy ulicy Nizinnej w prestiżowej dzielnicy willowej ; Górczyn Świerczewo ; w bliskim sąsiedztwie znajdują się liczne domy wolnostojące z...,,,left_only
376,220.0,2.0,45.0,1.0,Poznań ul. Negocjator Cen Nieruchomości,NEGOCJATOR NIERUCHOMOŚCI Oferta negocjacji ceny wybranej nieruchomości przeznaczona jest dla KAŻDEGO kto chce jak najtaniej kupić mieszkanie lub dom. Negocjujemy ceny bezpośrednio z właścicielami mieszkań i domów a także deweloperami ...,,,left_only
377,311.524,1.0,41.0,1.0,Poznań Stare Miasto Centrum Wilda ul. Maratońska Łęgi Dębińskie,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Mieszkanie z ogródkiem! Oferta z rynku pierwotnego. Dostępne mieszkania w metrażach od 39 m2 do 142 m2. Nowoczesna inwestycja zlokalizowana w atrakcyjnym punkcie Poznania znakomicie...,,,left_only
378,359.0,3.0,58.0,1.0,Poznań Grunwald,Idealne mieszkanie dla rodziny! Kameralne osiedle zaciszne miejsce nowoczesny budynek ( 2007r.) Nieruchomość położona w zielonej części Poznania ( w pobliżu Lasek Marceliński ). W pobliżu szkoła plac zabaw pełna infrastruktura. Świetnie...,,,left_only
379,156.0,1.0,31.0,1.0,Poznań Sypniewo,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJĄ BEZPIECZNEJ TRANSAKCJI Cena do negocjacji dla zdecydowanego klienta Mieszkanie- jednopokojowe własnościowe z KW o pow. 31 21m2 położne na kameralnym zamkniętym osiedlu w...,,,left_only
380,497.0,4.0,127.0,1.0,Poznań Szczepankowo,| Bardzo ładne komfortowo wykończone bezczynszowe dwupoziomowe mieszkanie położone w Szczepankowie. W skład powierzchni 127m 2 wchodzi: I poziom: słoneczny salon (20 m2); korytarz (5 8 m2) + (3 5 m2); kuchnia (8 m2); pokój (14 m2);...,,,left_only
381,222.0,2.0,38.0,1.0,Poznań Winogrady Piątkowo Sołacz Naramowice P ul. Kosmoanutów,Zapraszamy do zapoznania się z ofertą sprzedaży mieszkania 2 pokojowego na os. Kosmonautów- WINOGRADY w wysokim bloku na I piętrze. Na metraż 38m sładają się 2 pokoje (14m 10m) kuchnia ok 4m2 łazienka 3 5 m oraz korytarz. Mieszkanie po...,,,left_only
382,250.0,2.0,49.4,1.0,Poznań Jeżyce ul. Polna,Mieszkanie dwupokojowe położone na Jeżycach- ul. Polna. - wynajmowane ( 1500 zł) Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • bliskość szkoły przedszkola gimnazjum Nieruchomość złożona z: •...,,,left_only
383,408.45599999999996,3.0,65.88,1.0,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
384,217.498,2.0,37.76,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
385,340.0,3.0,59.0,1.0,Poznań Grunwald Junikowo Centrum ul. Rejon Ul. Junikowskiej,Grunwald Junikowo. Tutaj proponujemy do oglądania i zakupu atrakcyjne przytulne mieszkanie o powierzchni 59m2 usytuowane w nowszej inwestycji z roku 2001. Kameralne osiedle ogrodzone i monitorowane. Jest to zespół czterech domów...,,,left_only
386,535.0,3.0,67.32,1.0,Poznań Grunwald ul. Brzask,Salon nieruchomości poleca na sprzedaż KOMFORTOWE GUSTOWNIE URZĄDZONE 3 pokojowe mieszkanie w kompleksie ATANERA na Grunwaldzie przy ul.Brzask. Przemiotowa nieruchomość znajduje się na pierwszym piętrze o powierzchni 67 32 m2 wg...,,,left_only
387,299.0,3.0,59.0,1.0,Poznań Piątkowo ul. Łokietka,Polecam do sprzedaży mieszkanie na Piątkowie na Os.Łokietka znajdujące się w niskim bloku na parterze o powierzchni całkowitej 59 10 m składające się : z 3 ustawnych pokoi niezależnych pokój nr 1 - 21 40 m2 pokój nr 2 - 8 40 m 2 pokój nr 3 -...,,,left_only
388,160.0,1.0,28.9,1.0,Poznań,| Polecam mieszkanie jednopokojowe w świetnej lokalizacji! Mieszkanie znajduje się na parterze czteropiętrowego bloku o łącznej powierzchni 28 9 m2 z czego pokój ma 17 5m2 oddzielna kuchnia o powierzchni 6 1m2 w łazienka w której spokojnie...,,,left_only
389,225.0,1.0,40.0,1.0,Poznań Centrum,Polecamy na sprzedaż przestronną kawalerkę położoną w samym centrum Poznania w okolicy ul. Libelta. Mieszkanie zlokalizowane na pierwszym piętrze 4 piętrowego bloku.Teren ogrodzony możliwość parkowania przed blokiem.Do mieszkania przynależy...,,,left_only
390,825.0,4.0,148.0,1.0,Poznań Naramowice ul. Błażeja,Polecam piękne 2 poziomowe 4 pokojowe mieszkanie typu open space w 6 rodzinnej willi miejskiej na poznańskich Naramowicach. Budynek położony jest w drugiej linii zabudowy gwarantującej ciszę. Mieszkanie wykończone komfortowo: na podłogach w...,,,left_only
391,320.0,3.0,62.0,1.0,Poznań Grunwald ul. Okolica Namysłowskiej,IDEALNA OFERTA DLA MŁODYCH ! TRZY POKOJE W CENIE DWÓCH ! MIEJSCE W HALI GARAŻOWEJ! Polecam atrakcyjne mieszkanie położone na małym kameralnym osiedlu zaciszna uliczka na Poznańskim Grunwaldzie. Nieruchomość znajduje się na pierwszym piętrze 4...,,,left_only
392,341.6,2.0,61.0,1.0,Poznań Poznań-Grunwald ul. Jana Matejki,Oferta sprzedaży mieszkania o łącznej powierzchni 61 m2 z ogródkiem 20 m2 na parterze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych...,,,left_only
393,409.5,4.0,78.0,1.0,Poznań Łazarz,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania w atrakcyjnej okolicy ! Polecam na sprzedaż funkcjonalne mieszkanie w Poznaniu na Łazarzu o pow. 78 m2. Mieszkanie mieści się na parterze 4 piętrowego budynku wykonanym z cegły i składa...,,,left_only
394,279.0,3.0,48.0,1.0,Poznań Winogrady ul. Winogrady,Przedmiotem sprzedaży jest 3-pokojowe mieszkanie o powierzchni 48 m2 znajdujące się na os.Pod Lipami na Winogradach. Mieszkanie usytuowane jest na 1 piętrze w 4-piętrowym bloku. Lokal o powierzchni 48m2 na który składają się: -trzy niezależne...,,,left_only
395,190.0,2.0,52.4,1.0,Poznań ul. Głuszyna,--- ZIELONA OKOLICA --- NISKI BLOK --- PIERWSZE PIĘTRO --- Rozkładowe dwupokojowe mieszkanie położone w niskim bloku na kameralnym osiedlu tuż przy ścianie lasu - Głuszyna. Nieruchomość położona jest na pierwszym piętrze niskiego ...,,,left_only
396,195.739,2.0,33.69,1.0,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
397,279.0,2.0,50.0,1.0,Poznań Stare Miasto,Klimatyczne mieszkanie dwupokojowe w secesyjnej kamienicy w sercu Poznania. Mieszkanie o powierzchni 50 m 2 na które składa się przestronny salon z aneksem kuchennym duża sypialnia oraz łazienka. Dzięki połączeniu salonu z aneksem kuchennym...,,,left_only
398,599.0,4.0,108.0,1.0,Poznań Grunwald,Na sprzedaż czteropokojowe mieszkanie położone na pierwszym piętrze o powierzchni 108 mkw w kamienicy po rewitalizacji. Budynek został wyposażony w WINDĘ. Lokalizacja ul. Bukowska (Poznań) blisko Międzynarodowych Targów Poznańskich....,,,left_only
399,289.0,2.0,47.2,1.0,Poznań Nowe Miasto Rataje ul. Osiedle Rzeczypospolitej,Wspaniałe mieszkanie z możliwością przerobienia na 3 pokoje w atrakcyjnej i spokojnej części miasta. Główne atuty nieruchomości: • doskonała komunikacja z centrum • cicha i spokojna okolica • rozkład pomieszczeń Nieruchomość złożona z: • pokój...,,,left_only
400,481.0,3.0,80.27,1.0,Poznań Jeżyce ul. Szamotulska,Proponuję do zakupu atrakcyjne przestronne mieszkanie 3 pokojowe o powierzchni blisko 81m2m2 położone na pierwszym piętrze bloku z cegły z 1948 roku wg projektu ówczesnego naczelnego architekta Poznania p.Władysława Czarneckiego. Budynek...,,,left_only
401,410.0,4.0,99.0,1.0,Poznań Grunwald Łazarz Ok/Areny ul. Potworowskiego,****** CIEKAWA OFERTA Z DUŻYM POTENCJAŁEM IDEALNE NA MIESZKANIE BIURA PRACOWNIE GABINETY KANCELARIE itp.****** Polecamy do sprzedaży bardzo przestronne wygodne mieszkanie położone na Łazarzu w jednej z centralnych dzielnic miasta Poznania....,,,left_only
402,369.0,2.0,56.0,1.0,Poznań Morasko ul. Maciejewskiego,Przytulne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Morasko. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - tynk; Podłogi - panele podłogowe; Okna - PCV;...,,,left_only
403,663.0,4.0,114.0,1.0,Poznań Winogrady ul. Ataner Serbska/Naramowicka,Biuro Nieruchomości TENGO poleca: Polecam do sprzedaży atrakcyjne mieszkanie 4 pokojowe o pow. 87 1 m2 m2 (z pomieszczeniami przynależnymi 114 3 m2) znajdujące się na bardzo wysokim parterze w nowszym budynku (2006r.) z windą w kompleksie...,,,left_only
404,225.0,1.0,40.2,1.0,Poznań Stare Miasto Centrum ul. Kościuszki Libelta,Na sprzedaż jedno pokojowe mieszkanie położone w Poznaniu - Centrum - ul. Kościuszki. Mieszkanie o powierzchni 40 2 mkw na 1 piętrze w niskim bloku. ROZKŁAD MIESZKANIA: pokój dzienny oddzielna duża kuchnia z oknem łazienka korytarz (możliwość...,,,left_only
405,335.0,2.0,53.0,1.0,Poznań Naramowice ul. Rubież,OFERTA LICENCJONOWANEGO POŚREDNIKA-GWARANCJĄ BEZPIECZNEJ SPRZEDAŻY. Polecam do sprzedaży przestronne dwupokojowe mieszkanie 53m2 z dużym tarasem. Lokalizacja- Naramowice. Mieszkanie na I piętrze rok budowy 2010r. 2 pokoje kuchnia korytarz ...,,,left_only
406,240.0,2.0,45.0,1.0,Poznań Nowe Miasto,Polecamy piękne wyremontowane mieszkanie w centrum Poznania na ul. Mottego. Pełna własność z Księgą Wieczystą. Nieruchomość ma metraż 48 m2 i składa się na nią 38 m2 mieszkanie i 10 m2 piwnica. Łącznie w Księdze Wieczystej jest 48 m2. Mieszkanie...,,,left_only
407,280.0,3.0,48.0,1.0,Poznań Winogrady ul. Os. Przyjaźni,Zapraszam do zakupu mieszkania z niezależnymi 3-pokojami oraz balkonem o powierzchni całkowitej 47 6 m2 położone na I piętrze w niskim ocieplonym bloku na Winogradach os. Przyjaźni. Metraż poszczególnych pomieszczeń w lokalu: * największy...,,,left_only
408,419.0,4.0,103.2,1.0,Poznań Grunwald ul. Łukaszewicza,| Na sprzedaż atrakcyjne mieszkanie 4 pokojowe przy ul. Łukaszewicza w budynku parterowym dwa miejsca postojowe przy budynku pod jego oknami. Mieszkanie na parterze praktycznie wyremontowane do wyremontowania pozostał 1 pokój....,,,left_only
409,213.158,2.0,35.73,1.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,,,left_only
410,344.135,2.0,62.57,1.0,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
411,160.0,1.0,29.0,1.0,Poznań Jeżyce ul. Łukaszewicza,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJA BEZPIECZNEJ TRANSAKCJI. Polecam na sprzedaż kawalerkę o pow. 29 m2 w dzielnicy Łazarz-stan deweloperski. Mieszkanie usytuowane jest na parterze w czteropiętrowej kamienicy dzielnica Łazarz. Kamienica...,,,left_only
412,269.0,2.0,47.7,1.0,Poznań Jeżyce Strzeszyn ul. Biskupińska,Bardzo wygodne mieszkanie w zielonej i spokojnej dzielnicy Poznania- Strzeszynie. UL. BISKUPIŃSKA. Główne atuty nieruchomości: • cicha i spokojna okolica • piekny widok • bliskość terenów zielonych Nieruchomość złożona z: • pokój dzienny 16 9...,,,left_only
413,342.0,3.0,84.0,1.0,Poznań Winogrady ul. Powstańców Warszawy,Mieszkanie 3 (4) pokojowe 84 m2 na parterze w 4-ro piętrowym bloku na Os. Powstańców Warszawy na Winogradach. Mieszkanie posiada 2 duże pokoje (ok 24 m2) jeden ok 12 m2 a 4-ty pokój przerobiono na jadalnie. Duży korytarz z szafami w...,,,left_only
414,314.048,1.0,44.17,1.0,Poznań ul. Droga Dębińska 19,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
415,314.782,3.0,52.03,1.0,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,,,left_only
416,419.0,4.0,83.0,1.0,Poznań Nowe Miasto Rataje,Na sprzedaż atrakcyjne mieszkanie 4-pokojowe o powierzchni 83 m2 + 47 m2 GRATIS ! Os.Orła Białego . Główne atuty nieruchomości: • prestiżowa lokalizacja • doskonała komunikacja z centrum • rozkład pomieszczeń Nieruchomość złożona z: • pokój...,,,left_only
417,320.0,3.0,77.2,1.0,Poznań Rataje ul. Os. Czecha,Rozkładowe jasne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Rataje. Trzy pokoje okna wychodzące na wschód zachód; widok na skwer. Standard wykończenia: Ściany - boazeria gładź gipsowa tapeta tynk...,,,left_only
418,250.386,2.0,43.17,1.0,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,,,left_only
419,245.0,2.0,42.0,1.0,Poznań Stare Miasto Stare Miasto,Mieszkanie - 42m 2 komfortowe po remoncie - Poznań Stare Miasto. Przytulne bardzo jasne studio / kawalerka przy spokojnej ulicy 200m od Starego Rynku. Ścisłe centrum Poznania. Przedmiotem sprzedaży jest kawalerka o pow. 42m2 znajdująca się...,,,left_only
420,350.0,4.0,101.55,1.0,Poznań Grunwald ul. Plewiska Ul. Poranna,Na sprzedaż mieszkanie Poznań Grunwald 100-METROWY APARTAMENT NA PIĘTRZE to niepowtarzalna przestrzeń zaprojektowana specjalnie dla Ciebie. VILLA CASCADA - Plewiska ul. Poranna GOTOWE DO ODBIORU DZIAŁ SPRZEDAŻY TWOJE M DEWELOPER www.twojem.pl,,,left_only
421,279.0,2.0,49.8,1.0,Poznań Centrum ul. Garbary,Polecam na sprzedaż klimatyczne mieszkanie 2-pokojowe w ścisłym centrum! Położone przy ulicy Garbary niedaleko Starego Rynku. Mieszkanie posiada 2 pokoje o układzie zależnym łazienkę oraz otwartą kuchnię o łącznej powierzchni 49 8m2. Lokal...,,,left_only
422,320.0,4.0,75.0,1.0,Poznań Grunwald ul. Plewiska Z Ogrodem Mdm,Polecam na sprzedaż komfortowe mieszkanie dwupoziomowe z ogrodem w nowoczesnym kompleksie mieszkaniowym zlokalizowanym w cichej i spokojnej okolicy Poznania w Plewiskach przy ulicy Grunwaldzkiej. Zaprojektowano dwa energooszczędne budynki...,,,left_only
423,245.0,2.0,42.0,1.0,Poznań Stary Rynek,Świeżo odremontowane mieszkanie w okolicach Rynku gotowe do wprowadzenie. Zadbana kamienica odremontowana klatka schodowa wymienione wszystkie instalacje (elektryczne gazowe ..) . Nowe drewniane okna kamienne parapety. Z tyłu kamienicy jest...,,,left_only
424,235.0,2.0,40.0,1.0,Poznań Wilda Centrum ul. Górna Wilda Dolina,ARKEI NIERUCHOMOŚCI poleca do zakupu dwupokojowe mieszkanie położone na Wildzie w rejonie ulic Górna Wilda Dolina. Bardzo dobra lokalizacja zaledwie kilka minut spacerem od Starego Browaru. OPIS MIESZKANIA: Mieszkanie o powierzchni 39 9 m2....,,,left_only
425,512.1,3.0,56.9,1.0,Poznań ul. Apartamenty Klifowa W Rewalu Z Widokiem N,Apartamenty Klifowa Rewal z widokiem na morze. Z OGROMNĄ PRZYJEMNOŚCIĄ CHCIELIBYŚMY POINFORMOWAĆ PAŃSTWA O ROZPOCZĘCIU BUDOWY ORAZ SPRZEDAŻY PIERWSZEGO ETAPU APARTAMENTÓW KLIFOWA REWAL W UROKLIWEJ MIEJSCOWOŚCI REWAL KTÓRA STAJE SIĘ JEDNYM Z...,,,left_only
426,250.0,2.0,56.0,1.0,Poznań Łazarz ul. Strusia,***Informacja dla klientów kredytowych*** Istnieje możliwość zakupu oferowanego mieszkania z dopłatą w programie MDM Wartość uzyskania dopłaty jest uzależniona od między innymi:ilości posiadanych dzieci. Program wyłącznie dla osób które...,,,left_only
427,550.0,3.0,73.0,1.0,Poznań Podolany,Zapraszam do zapoznania się z ofertą sprzedaży atrakcyjnego mieszkania - apartamentu w domu wielorodzinnym na Podolanach ul. Strzeszyńska o całkowitej powierzchnia - 73 m2. W skład apartamentu wchodzi: - duży salon z aneksem kuchennym połączony...,,,left_only
428,248.463,2.0,53.9,1.0,Poznań Baranowo Baranowo ul. Szamotulska,KUPUJĄCY NIE PŁACI PROWIZJI. Na sprzedaż apartament 2-pokojowy na nowym osiedlu z 2011r. w Baranowie pod Poznaniem. Lokal znajduje się na parterze. Układ pomieszczeń: salon z aneksem kuchennym (30 93m2) z wyjściem na taras (9 34m2); sypialnia...,,,left_only
429,335.0,3.0,62.4,1.0,Poznań Stare Miasto Piątkowo ul. Os. Bolesława Śmiałego,... BT - GWARANCJA BEZPIECZNEJ TRANSAKCJI POD OPIEKĄ LICENCJONOWANEGO POŚREDNIKA... ________________________________________________________________________________ NA SPRZEDAŻ 3-POKOJOWE MIESZKANIE w POZNANIU NA OS.BOLESŁAWA ŚMIAŁEGO: -...,,,left_only
430,160.0,1.0,29.0,1.0,Poznań Grunwald,Biuro Adamczak Nieruchomości poleca funkcjonalna kawalerkę w okolicach Parku Wilsona. Duży pokój ( 17 5) kuchnia z oknem (6m2) łazienkę oraz korytarz Stan prawny lokalu :Wspólnota mieszkaniowa. Mieszkanie bez obciążeń. Czynsz ok. 190 zł...,,,left_only
431,272.822,2.0,46.53,1.0,Poznań Naramowice ul. Błażeja,Osiedle Na Skraju Lasu to nowoczesny kompleks mieszkaniowy złożony z trzech kameralnych budynków łączący nowoczesną architekturę belgijskie standardy budowy najlepszą lokalizację w dzielnicy i przystępne ceny. Zastosowane detale...,,,left_only
432,235.0,2.0,38.1,1.0,Poznań Dębiec ul. Czeremchowa,DOSTĘPNE TYLKO W HOME BROKER! OFERTA NA WYŁĄCZNOŚĆ! Ciche mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Dębiec. Dwa pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany -...,,,left_only
